name,acronym,address,city,state,phone,email,website,country,Affilated,Recorded By,Recorded Date
Rose City Fencing,RoseCityFenc,"35 Wawecus Hill Road Norwich, CT 06360, US",Norwich - CT,CT,(860) 887-1031,rosecityfencing@gmail.com,https://www.facebook.com/rosecityfencing/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Round Rock Fencing Club,RRFC,"16318 Great Oaks Drive Round Rock, TX 78681, US",Round Rock - TX,TX,(512) 819-4097,coachmurray@ymail.com,http://roundrockfencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Royal Arts Fencing Academy,RoyalArtsFA,"5770 Westbourne Ave. Columbus, OH 43213, US",Columbus - OH,OH,(614) 330-2445,info@royalarts.org,http://www.royalarts.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Royal Fencing Academy,RoyalFA,"16021 Industrial Drive, Suite #3 Gaithersburg, MD 20877, US",Gaithersburg - MD,MD,(240) 793-6574,tsafai@yahoo.com,http://www.royalfencingMD.weebly.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
RPI College Fencing Club,RPIClgrFC,"110  - 8th Street Room 3716 Troy, NY 12180, US",Troy - NY,NY,(508) 818-8867,fencing@union.lists.rpi.edu,http://fencing.union.rpi.edu/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Sabre Escrime of Pasadena,SEOP,"57 Palmetto Dr. Pasadena, CA 91105, US",Pasadena - CA,CA,(310) 961-4757,info@saberpasadena.com,https://www.saberpasadena.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Sacramento Saber Fencing LLC,ScrmntoSaber,"11320 Trade Center Dr. STE. B Rancho Cordova, CA 95742, US",Rancho Cordova - CA,CA,(916) 956-6985,jeanettestrumillo@yahoo.com,http://www.sacramentosaberfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Sacred Heart University NCAA,SHU,"5151 Park ave, Athletics Fairfield, CT 06825, US",Fairfield - CT,CT,(614) 214-8329,molchany@sacredheart.edu,https://www.sacredheartpioneers.com/sports/m-fenc/index,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Salisbury Fencing Club,SalisburyFC,"232 W. Main St Salisbury, MD 21801, US",Salisbury - MD,MD,(443) 496-0187,nemazie@umces.edu,http://www.salisburyfencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Salle Auriol Seattle,SAS,"1415 Elliott Avenue W Seattle, WA 98119, US",Seattle - WA,WA,(206) 623-8357,kundry@salleauriol.com,http://www.salleauriol.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Salle Couturier,SalleCout,"5041 Rhoda Way, Lindberg Park - Rec Bldg Culver City, CA , US",Culver City - CA,CA,(310) 645-4787,sallecouturier@gmail.com,http://www.telcoproductions.com/couturier/couturier.htm,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Salle D'Armes Bosco,SalleD'Armes,"488 Dan Crutcher Road, . Toney, AL 35773, US",Toney - AL,AL,(256) 658-7305,sallebosco@gmail.com,http://www.sallebosco.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Salle D'Escrime Of Prescott,SDEscrimPres,"1788 Twin Pines Prescott, AZ 86305, US",Prescott - AZ,AZ,(928) 776-7150,pdwaples1093@gmail.com,https://www.facebook.com/Salle-DEscrime-of-Prescott-122167761312584/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Salle De Long Fencers,SalleDeLong,"3525 Pershing Dr El Paso, TX 79903, US",El Paso - TX,TX,(915) 346-4338,salledelong@gmail.com,http://www.salledelong.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Salle Green Fencing School,SGFS,"11058 Washington Highway, Suite #3 Glen Allen, VA 23059, US",Glen Allen - VA,VA,(703) 975-8111,fvegasjr@gmail.com,http://www.sallegreen.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Salle New Bern,SalleNewBern,"1225 Pinetree Drive New Bern, NC 28560, US",New Bern - NC,NC,(252) 670-1010,sallenewbernfencers@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Salle Palasz,SallePalasz,"1120 N Rolling Road Catonsville, MD 21228, US",Catonsville - MD,MD,(443) 804-1196,bj@twcfencing.com,http://www.twcfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Salt City Swords Fencing Club,SCSwords,"3536 South West Temple Salt Lake City, UT 84115, US",Salt Lake City - UT,UT,(385) 210-6155,saltcityswords@gmail.com,http://www.saltcityswords.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
San Diego Fencing Center,SanDiegoFC,"1770 South Escondido Blvd, Suite C & D Escondido, CA 92025, US",Escondido - CA,CA,(760) 237-0086,info@sandiegofencing.com,http://www.sandiegofencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
San Dimas Fencing Academy,SDFA,"708 E Foothill Blvd. San Dimas, CA 91773, US",San Dimas - CA,CA,(909) 352-9430,sandimasfencingacademy@gmail.com,http://www.sandimasfencingacademy.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
San Francisco Fencers Club,SFFC,"4000 Balboa Street San Francisco, CA 94127, US",San Francisco - CA,CA,(415) 668-3623,info@sffencers.com,http://www.sffencers.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
San Francisco Sabre School,SFSS,"3201 Balboa St. San Francisco, CA 94121, US",San Francisco - CA,CA,(415) 812-0978,sfsabrefencing@gmail.com,http://www.sfsabreschool.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
San Luis Highlanders Fencing Club,SanLuisHFC,"981 Marsh St. San Luis Obispo, CA 93401, US",San Luis Obispo - CA,CA,(805) 542-9802,eric@sanluishighlanders.org,http://www.sanluishighlanders.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Savage Fencing Club,SFC,"8600 Foundry Street Savage, Maryland 20763, US",Savage - Ma,Ma,(240) 294-6381,savagefencingclub@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
SCAD- Atlanta Fencing,SCAD,"1600 Peachtree st. NW, #175 Atlanta, GA 30309, US",Atlanta - GA,GA,(650) 282-0139,dromanko@scad.edu,https://atlanta.scadathletics.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Schoolhouse Fencing,SchlhouseFen,"6158 South 2300 East Ogden, UT 84403, US",Ogden - UT,UT,(801) 499-7319,kenny@schoolhousefencing.com,http://www.schoolhousefencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Scranton Prep Fencing Club,SPFC) (SPFC,"156 College Avenue, PO 207 Fayetteville, PA 18419, US",Fayetteville - PA,PA,(570) 945-8482,steven.howell@keystone.edu,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Seacoast Fencing Club,SeacoastFC,"271 Wilson St    Manchester NH    03103 261 North Main St     Rochester  NH 03867, NH , US",261 North Main St     Rochester  NH 03867 - NH,NH,(603) 428-7040,cjpullo@gmail.com,http://www.seacoastfencingclub.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Sebastiani Fencing Academy,SebastianiFA,"741 Alexander Road Princeton, NJ 08540, US",Princeton - NJ,NJ,(609) 734-0020,info@sebastianifencing.com,http://www.sebastianifencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
"SERFA-Fitness Fencing, Llc",SERFA,"99 Fortin Road Kingston, RI 02886, US",Kingston - RI,RI,(401) 742-4426,fitnessfencing@gmail.com,http://www.fitnessfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Sheboygan Fencing Club,SheboyganFC,"1011 N 9th Street Sheboygan, WI 53081, US",Sheboygan - WI,WI,(920) 659-2321,sheboyganfencing@gmail.com,http://sheboyganfencing.wixsite.com/sheboygan-fencing,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Shepherd Swords Fencing Club,SHEPSPI,"2020 Peachtree Rd Atlanta, GA 30309, US",Atlanta - GA,GA,(803) 646-3441,etgeddes@gmail.com,http://www.shepherd.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Sheridan Fencing Academy,SheridanFA,"1801 1st Ave. New York, NY 10128, US",New York - NY,NY,(212) 831-0764,info@sheridanfencing.com,http://www.sheridanfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Sheridan Fencing Academy of Forest Hills,SheridanFrHl,"1801 1st Avenue New York, NY 10128, US",New York - NY,NY,(212) 831-0764,info@sheridanfencing.com,http://www.sheridanfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Sheridan Fencing Academy of Westchester,SheridanWstc,"1801 1st Avenue New York, NY 10128, US",New York - NY,NY,(212) 831-0764,info@sheridanfencing.com,http://www.sheridanfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Shippensburg University Fencing Club,SUFC,"ShipRec, 533 Lancaster Drive Shippensburg, PA 17257, US",Shippensburg - PA,PA,None,shipfencing@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Sigma Fencing Academy,SFA,"2550 Sandy Plains road, Suite 230 Marietta, GA 30066, US",Marietta - GA,GA,(770) 733-5298,sigmafencingacademy@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Silicon Valley Fencing Center,SiliconVlyFC,"1265 W EL CAMINO REAL AVE Sunnyvale, CA 94087, US",Sunnyvale - CA,CA,(650) 450-7751,info@svf-fencing.com,http://www.svf-fencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Silver City Fencing Club,SilverCityFC,"340 Quinnipiac Street, Bldg. 24, Unit 3 Wallingford, CT 06492, US",Wallingford - CT,CT,(203) 640-2631,silvercityfencing@gmail.com,http://www.silvercityfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Silverlake Fencing,Silverlake,"2306 Hyperion Ave LOS ANGELES, CA 90027, US",LOS ANGELES - CA,CA,(908) 309-1294,silverlakefencing@gmail.com,http://www.SilverlakeFencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Sioux City Fencing Club,SiouxCityFC,"1600 7th St. Sioux City, IA 51101, US",Sioux City - IA,IA,(712) 266-3074,doug@siouxcityfencing.org,http://www.siouxcityfencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Smoky Mountain Fencing,SMF,"11805 Kingston Pike Knoxville KNOXVILLE, TN 37934, US",KNOXVILLE - TN,TN,(865) 384-8976,mikemorgan45@comcast.net,http://www.smokymountainfencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
South Bay Fencing Academy,SBFA,"1450 W 228th St., Unit #1 Torrance, CA 90501, US",Torrance - CA,CA,(424) 378-1000,info@southbayfencingacademy.com,http://www.southbayfencingacademy.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
South Brooklyn Fencing,South Brooklyn,"750 3rd ave, Second Floor Brooklyn, NY 11232, US",Brooklyn - NY,NY,(347) 348-7553,contact@southbrooklynfencing.com,http://www.southbrooklynfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
South Coast Fencing Center,SouthCoastFC,"3518 W. Lake Center Dr., Ste. C Santa Ana, CA 92704, US",Santa Ana - CA,CA,(714) 549-2946,info@southcoastfencing.com,http://www.southcoastfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
South Denver Fencing Academy,SDenverFA,"7075 S. Alton Way, Suite B Centennial 80112, US",Centennial 80112 - US,US,(720) 200-5588,info@southdenverfencing.com,http://www.southdenverfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
South Florida Fencing Club,SFLoridaFC,"7701 Paddock Place Davie, FL 33328, US",Davie - FL,FL,(954) 854-7843,jelevepee@yahoo.com,http://www.southfloridafencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
South Mountain Fencing,SMMA,"91 Main Street, 3rd Floor, 3rd floor Madison, NJ 07940, US",Madison - NJ,NJ,(973) 906-3503,daynd@aol.com,http://www.southmountainfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Southern California Fencing Academy,SOCALFA) (SCFA,"1127 S Placenita Avenue Fullerton, CA 92831, US",Fullerton - CA,CA,(818) 419-5441,info@socalfa.us,https://www.socalfa.us/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Southwest Fencing Club,SWFencing,"2001 Wahalla Lane Phoenix, AZ 85027, US",Phoenix - AZ,AZ,(623) 340-9856,info@swfencing.com,http://www.swfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Southwest Florida Fencing Academy,SWFLFencing,"4210 Fowler St, Unit 9 Fort Myers, FL 33916, US",Fort Myers - FL,FL,(239) 989-8663,charlesbecton@gmail.com,http://swfloridafencing.academy,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Space City Fencing Academy,SCFA,"4007 Bellaire Blvd, Suite EE Houston, TX 77025, US",Houston - TX,TX,(832) 778-8745,nourammm@gmail.com,http://www.sallemauro.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Space City Fencing Academy,pearland) (SCFA,"12310 Broadway Street Pearland, TX 77584, US",Pearland - TX,TX,(832) 288-3076,info@spacecityfencing.com,http://www.spacecityfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Spartak,Spartak,"8657 Villa La Jolla Dr., ste 215 La Jolla, CA 92037, US",La Jolla - CA,CA,(619) 857-1451,dguy1@san.rr.com,http://www.lajollafencingacademy.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Spartan Fencing Academy,SFA,"700 Ashland Avenue Chicago Heights, IL 60411, US",Chicago Heights - IL,IL,(708) 798-7837,spartanfencingacademy@gmail.com,http://sites.google.com/view/spartanfencingacademy,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Spirit Of Youth Fencing Foundation,SpiritYthFF,"4997 West Bellfort, no apt# Houston, TX 77035, US",Houston - TX,TX,(832) 338-9808,deycohen@aol.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Spokane Fencers Unlimited,SFU,"2710 N. Madelia St. Spokane, WA 99207, US",Spokane - WA,WA,(509) 954-1908,spokanefencersunlimited@gmail.com,http://www.spokanefencersunlimited.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
St Louis Fencing Center,STLFC,"711 N 13th Street St Louis, MO 63103, US",St Louis - MO,MO,(636) 236-7852,info@stlfencingcenter.com,http://stlfencingcenter.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
St. John LaLande Fencing Club,SJLLFC,"801 NW RD Mize Road Blue Springs, MO 64015, US",Blue Springs - MO,MO,(816) 835-5516,,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
St. John's University NCAA,STJOHNNCAA,"8000 Utopia Pkwy, Athletic department Queens, NY 11439, US",Queens - NY,NY,(917) 304-5215,gelmany@stjohns.edu,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
St. Johns College Fencing Union,STJOHNSMD,"Iglehart Gymnasium, King George St. Annapolis, MD 21401, US",Annapolis - MD,MD,(410) 730-4225,coach@sjcfencing.org,http://www.sjcfencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
"Stamford Fencing Center, LLC",StamfordFC,"745 E Main Street Stamford, CT 06902, US",Stamford - CT,CT,(203) 539-1870,stamfordfencingclub@gmail.com,http://www.stamfordfencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Star Fencing Academy,SFA,"330 Reservoir Street Needham, MA 02494, US",Needham - MA,MA,(781) 375-7804,info@starfencingacademy.com,http://starfencingacademy.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Staten Island Fencing Center,StatIslndFC,"19 Fourth St. Staten Island, NY 10306, US",Staten Island - NY,NY,(917) 748-3363,dmsetlow@gmail.com,http://www.statenislandfencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Steel City Fencers Club,SteelCtyFC,"103 Richmond Drive Pittsburgh, PA 15215, US",Pittsburgh - PA,PA,(412) 432-6705,mark.hirsch@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Stevens Institute of  Technology,University) NCAA (SIOTUniv,"Castle Point on Hudson, Men's Fencing Hoboken, NJ 07030, US",Hoboken - NJ,NJ,(201) 744-7039,jcarpen1@stevens.edu,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Still Point Fencing,SPF,"2100 W Curtis Road Tucson, AZ 85705, US",Tucson - AZ,AZ,(480) 744-2413,stillpointfencing@gmail.com,http://stillpointfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Stoccata Fencing Academy & Club,StoccataFAC,"360 N State Rd 434 Altamonte Springs, FL 32714, US",Altamonte Springs - FL,FL,(407) 714-0201,office@orlandofencers.com,http://www.orlandofencers.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Stoughton Fencing Club,StoughtonFC,"Stoughton Area Youth Center 567 E. Main Street Stoughton, WI 53589, US",Stoughton - WI,WI,(608) 835-3413,jrmonar@frontier.com,https://www.facebook.com/pg/Stoughton-Fencing-Club-93141267848/about/?ref=page_internal,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Sword In The Scroll Fencing Academy,SwordNScroll,"90 S. Park St. Willimantic, CT 06226, US",Willimantic - CT,CT,(860) 268-6774,swordinthescroll@gmail.com,http://www.swordinthescroll.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Swordplay Fencing Inc.,SWPLY,"416 South Victory Blvd, 416 South Victory Blvd Burbank, CA 91502, US",Burbank - CA,CA,(818) 808-3421,marysolaspohn@gmail.com,http://www.splafencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Swords & Strategy Fencing,SwordsNStrgy,"4755 Route 30 Amsterdam, NY 12010, US",Amsterdam - NY,NY,(518) 842-4950,mmcdarby@fmcc.edu,http://SwordsAndStrategy.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Swords Fencing Studio,SwordsFS,"132 S. Glenoaks Blvd. Burbank, CA 91502, US",Burbank - CA,CA,(818) 281-0564,swordsinc@yahoo.com,http://www.swordsfencingstudio.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Syracuse Musketeers Fencing,SyracuseMusk,"100 E Manlius St East Syracuse, NY 13057, US",East Syracuse - NY,NY,(315) 447-8618,lubok1@yahoo.com,http://syracusemusketeers.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Tampa Bay Fencers Inc.,TBFENINC,"503 Brooktree Court Lutz, FL 33548, US",Lutz - FL,FL,(813) 485-6647,raymond.kossmann@gmail.com,http://www.tampabayfencers.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Tampa Fencing & Tennis Academy,TampaFencing,"5811 Memorial Hwy #108 Tampa, FL 33615, US",Tampa - FL,FL,(727) 686-2321,krastevitch_b@hotmail.com,http://www.tampabayfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Tanner City Fencers Club,TannerCityFC,"1 King St., .Higgins Middle School Peabody, MA 01960, US",Peabody - MA,MA,(978) 204-4284,barockteer@aol.com,http://www.tannercityfencersclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Target Fencing Center,TFC,"26893 Bouquet Canyon Road, Second Fl Unit M Santa Clarita, CA 91350, US",Santa Clarita - CA,CA,(661) 309-3082,targetfencing@gmail.com,http://targetfencingcenter.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Team Touche Fencing Center,TeamToucheFC,"11468 Sorrento Valley Rd., A1 San Diego, CA 92121, US",San Diego - CA,CA,(858) 622-9696,admin@teamtouche.com,http://www.teamtouche.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
TeamK Fencing,TKF,"1047 S Grand View St los angeles, CA 90006, US",los angeles - CA,CA,(707) 790-7644,teamkfencing@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Temple University NCAA,TempleUniv,"1901 N. 15th St, TU Pavilion Philadelphia, PA 19121, US",Philadelphia - PA,PA,(215) 204-7448,tufencing@temple.edu,http://www.owlsports.com/fencing,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Texas A&M University Fencing,TXA&MUniv,"632 Pemberthy Blvd. #115 College Station, TX 77802, US",College Station - TX,TX,(432) 556-5687,tamufencing@gmail.com,http://fencing.tamu.edu,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Texas Fencing Academy,TexasFencing,"3301 Split Rock Trl. Austin, TX 78748, US",Austin - TX,TX,(512) 496-9022,ray.parker@icloud.com,http://www.texasfencingacademy.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Texas Sabre Academy,TXSA,"404 W. Powell LN., STE. 401 Austin, TX 78753, US",Austin - TX,TX,(512) 888-2110,txsabreacademy@gmail.com,http://sabreacademy.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Thames River Fencing Club,TRFC,"39 E Society Road Niantic, CT 06357, US",Niantic - CT,CT,(860) 235-9111,ThamesRiverFencingClub@Gmail.com,https://www.facebook.com/pg/ThamesRiverFencingClub/about/?ref=page_internal,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
"The Chester Knights Of Karl Przystawik, Inc.",ChstrKnghts,"4011 Wythe Ave. Richmond, VA 23221, US",Richmond - VA,VA,(804) 513-5415,fencingcoachlogan@gmail.com,http://chesterknightsfencing.wordpress.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
The Fencers Academy,FencersAcdmy,"10803 Indian Head Ind. Blvd. St Louis, MO 63132, US",St Louis - MO,MO,(314) 494-0697,hossam.hassan35@gmail.com,https://www.fencersacademy.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
The Fencing Academy,TFA,"74-76 Main Street Maynard, MA 01754, US",Maynard - MA,MA,(978) 758-2452,info@thefencingacademy.org,http://www.thefencingacademy.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
The Fencing Center,TFC,"1290 S First Street San Jose, CA 95110, US",San Jose - CA,CA,(408) 298-8230,guidance@fencing.com,http://www.fencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
The Fencing Club Of The University Of Idaho,UnivofIdaho,"124 N Howard Street Moscow, ID 83843, US",Moscow - ID,ID,(208) 892-2962,dpalm@dpalmlaw.com,http://www.webpages.uidaho.edu/vandalswordplay,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
The Greeley Fencing Club,GreeleyFncng,"4207 Mariposa Lane Evans, CO 80620, US",Evans - CO,CO,(303) 519-2729,coach.moskalski@gmail.com,http://greeleyfencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
The Hockaday School,HOCKADAY,"11600 Welch Road Dallas, TX 75229, US",Dallas - TX,TX,(214) 365-6651,jjohnson@hockaday.org,http://www.hockaday.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
The Ohio State University Fencing Club,OSUFencing,"337 Annie and John Glenn Avenue Columbus, OH 43210, US",Columbus - OH,OH,(614) 725-8799,FencingClub@osu.edu,https://osufencingclub.wixsite.com/buckeyefencingclub,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
The Ohio State University NCAA,OSUNCAA,"1160 Steelwood Road Columbus, OH 43212, US",Columbus - OH,OH,(614) 292-9602,,https://ohiostatebuckeyes.com/sports/c-fenc/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
The Phoenix Center,PHXCenter,"250 Hooker Ave Poughkeepsie, NY 12603, US",Poughkeepsie - NY,NY,(845) 486-4525,info@phoenix-center.net,http://www.swordsarefun.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
The Point Fencing Club & School,PointFC&Schl,"401 N Vine Street Urbana, IL 61801, US",Urbana - IL,IL,(217) 840-1571,info@pointfencingclub.org,http://www.thepointfencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
The Sabre School,SabreSchool,"3 Haytown Road Lebanon, NJ 08833, US",Lebanon - NJ,NJ,(714) 200-3070,coachtomasz@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
The Storm King School,TSKS,"314 Mountain Rd Cornwall on Hudson, NY 12520, US",Cornwall on Hudson - NY,NY,(908) 528-2181,,http://sks.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
The University Of Iowa Fencing Club,UnivofIowaFC,"E 216 Field House Iowa City, IA 52242, US",Iowa City - IA,IA,(515) 825-7508,Hawkeyefencing@gmail.com,https://www.facebook.com/groups/2211571760/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
The Villages Fencing Club,VillagesFC,"1722 Huntington Path The Villages, FL 32162, US",The Villages - FL,FL,(352) 430-0611,todolo@msn.com,http://www.thevillagesfencingclub.webs.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Thrust Fencing Academy,ThrustFA,"35 South Broadway Nyack, NY 10960, US",Nyack - NY,NY,(917) 371-5603,thrustfencingacademy@gmail.com,http://www.thrustfencingacademy.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Thundercats Fencing Club,TFC,"145 Lakeview Parkway Vernon Hills, IL 60061, US",Vernon Hills - IL,IL,(847) 651-3323,thundercats@128.org,http://www.thundercats128.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Tidewater Fencing Club,TidewaterFC,"1417 Kelland Drive, J Chesapeake, VA 23320, US",Chesapeake - VA,VA,(757) 233-0084,info@tidewaterfencing.com,http://www.tidewaterfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Tiger Fencing Club,TigerFC,"1400 smokeywood dr, apt 611 pittsburgh, PA 15218, US",pittsburgh - PA,PA,(412) 334-4736,elioult@hotmail.com,http://www.tigerfencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Tim Morehouse Fencing Club,TimMorehouse,"210 West 91st  2nd Floor, (Between Amsterdam and Broadway) New York, NY 10024, US",New York - NY,NY,(317) 886-8243,info@timmorehousefencing.com,http://www.timmorehousefencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Tim Morehouse Fencing Club,Connecticut) (TimMorehouse,"1 Blachley Road Stamford, Connecticut 06902, US",Stamford - Co,Co,(203) 989-1000,info@timmorehousefencing.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Tim Morehouse Fencing Club,Port Chester) (TimMorehoues,"135 Pearl Street Port Chester, NY 10573, US",Port Chester - NY,NY,(646) 271-3651,info@timmorehousefencing.com,http://www.timmorehousefencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Toledo Blades Fencing,ToledoBlades,"5025 Glendale Avenue Toledo, OH 43614, US",Toledo - OH,OH,(419) 367-7569,toledobladesfencing@gmail.com,https://www.facebook.com/Toledo-Blades-Fencing-Club-172373736165438/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Top Fencing Club,TopFC,"159 Paris Ave, Unit C Northvale, NJ 07647, US",Northvale - NJ,NJ,(201) 768-6700,topfencingclub@gmail.com,http://www.topfencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Torrance Fencing Club,TorranceFC,"3341 Torrance Blvd. Torrance, CA 90503, US",Torrance - CA,CA,(310) 500-5701,nilslam@hotmail.com,https://www.torrancefencingclub.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Traverse City Fencing Club,TCFC,"2419 Sybrant Rd Suite B Traverse City, MI 49684, US",Traverse City - MI,MI,(231) 493-5400,llapp68@gmail.com,https://www.tcfencingclub.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Tri-Weapon Fencing Club,TriWeaponFC,"1120 N Rolling Road Catonsville, MD 21228, US",Catonsville - MD,MD,(443) 804-1196,bj@twcfencing.com,http://www.twcfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
